ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Basic,3,COP,4.77102548922209,4.715624596403006,4.72803780252751
Elastic Net,Basic,3,COST,18.637712181884392,18.68956904147422,18.572369430473284
Elastic Net,Basic,3,CSCO,3.9977591618888564,4.0667559456294455,4.063930736855044
Elastic Net,Basic,3,CSGP,2.0047670956299886,1.9860593527985042,1.9929612729591182
Elastic Net,Basic,3,CTAS,5.770249216826347,5.823813997152619,5.673221959034331
Elastic Net,Basic,3,CTSH,3.1805724470598715,3.1578107648389304,3.1504924873389717
Elastic Net,Basic,3,CTVA,5.326719255163147,5.291476609933126,5.269938718446236
Elastic Net,Basic,3,CVS,3.18426611898013,3.1987132637483904,3.1581784991876085
Elastic Net,Basic,3,CVX,6.128464645125546,6.025264857759277,6.036032221141766
Elastic Net,Basic,3,D,3.15285923887343,3.1178019196940943,3.1276370898193036
Elastic Net,Basic,3,DASH,17.744193242108807,17.536663513408293,17.739292935973378
Elastic Net,Basic,3,DG,4.72878943768353,4.705733441812077,4.681961634895504
Elastic Net,Basic,3,DHR,10.08518924277859,10.18121114128985,10.271689443749194
Elastic Net,Basic,3,DIS,3.0739789733266294,3.0196821053265666,3.0301169212012944
Elastic Net,Basic,3,DVA,15.25369766353416,15.428570405745575,15.203537019066577
Elastic Net,Basic,3,DVN,1.7972911455847742,1.7904327212264364,1.7955793880072004
Elastic Net,Basic,3,DXCM,4.667808868828196,4.6615748609139045,4.6625612341584
Elastic Net,Basic,3,EA,3.26738468666507,3.4105232155519865,3.317268666112538
Elastic Net,Basic,3,ED,3.2663110568427145,3.3534086337672586,3.429198530466572
Elastic Net,Basic,3,EOG,6.035644763827219,6.034224767358013,6.039822036680962
Elastic Net,Basic,3,EW,5.046325418431165,4.947008385180028,4.953905095180556
Elastic Net,Basic,3,EXE,8.75702697332764,8.848326770264391,8.846884976996863
Elastic Net,Basic,3,FANG,8.879473173458384,8.873425403182715,8.899126142371056
Elastic Net,Basic,3,GEHC,4.881677946882631,4.811927170185205,4.808497643144192
Elastic Net,Basic,3,GILD,5.182256317994453,4.938775713598357,4.9480554984004685
